Received new setpoint, speed, duration: 255, 280933
Calc'd Final Speed: 0.23
8700197|255|-3055|-86.79|-347.90|5|981
8701706|255|-3065|-87.07|-351.60|6|936
8703163|255|-3074|-87.33|-342.60|5|938
8704718|255|-3084|-87.61|-318.80|5|961
8706214|255|-3094|-87.90|-324.50|10|959
8707758|255|-3104|-88.18|-338.00|5|970
8709237|255|-3113|-88.44|-323.80|10|956
8710786|255|-3123|-88.72|-324.10|5|974
8712257|255|-3132|-88.98|-345.50|5|940
8713777|255|-3142|-89.26|-344.80|6|955
8715240|255|-3152|-89.55|-316.50|5|944
8716769|255|-3162|-89.83|-358.60|5|938
8718256|255|-3171|-90.09|-327.70|6|934
8719787|255|-3181|-90.37|-361.00|5|939
8721268|255|-3190|-90.62|-314.40|5|982
8722812|255|-3200|-90.91|-339.00|6|940
8724297|255|-3210|-91.19|-332.50|6|940
8725821|255|-3220|-91.48|-348.90|5|939
8727318|255|-3229|-91.73|-320.90|5|943
8728849|255|-3239|-92.02|-320.60|5|937
8730330|255|-3248|-92.27|-324.30|5|935
8731872|255|-3258|-92.56|-323.40|5|938
8733347|255|-3268|-92.84|-326.70|5|935
8734871|255|-3278|-93.13|-344.80|5|939
8736294|255|-3287|-93.38|-359.90|5|934
8737842|255|-3297|-93.66|-355.40|5|938
8739280|255|-3306|-93.92|-321.30|5|937
8740833|255|-3316|-94.20|-330.20|5|937
8742291|255|-3325|-94.46|-313.00|6|937
8743843|255|-3335|-94.74|-323.10|5|939
8745332|255|-3345|-95.03|-317.80|5|939
8746858|255|-3354|-95.28|-344.40|5|939
8748313|255|-3364|-95.57|-333.90|6|938
8749865|255|-3374|-95.85|-315.50|5|938
8751327|255|-3383|-96.11|-325.60|5|937
8752853|255|-3393|-96.39|-336.20|5|939
8754296|255|-3402|-96.65|-335.40|6|940
8755822|255|-3412|-96.93|-302.40|5|940
8757280|255|-3422|-97.22|-356.00|5|939
8758804|255|-3431|-97.47|-354.20|6|938
8760259|255|-3440|-97.73|-352.70|6|953
8761810|255|-3450|-98.01|-328.10|6|939
8763261|255|-3460|-98.30|-322.30|5|934
8764801|255|-3470|-98.58|-314.50|5|939
8766243|255|-3479|-98.84|-314.30|5|938
8767789|255|-3489|-99.12|-310.30|5|942
8769222|255|-3498|-99.37|-330.00|6|936
8770763|255|-3508|-99.66|-326.40|6|937
8772243|255|-3518|-99.94|-327.00|5|965
8773792|255|-3528|-100.23|-334.10|5|937
8775265|255|-3537|-100.48|-341.60|5|981
8776787|255|-3547|-100.77|-298.60|6|940
8778215|255|-3556|-101.02|-349.50|6|939
8779716|255|-3566|-101.31|-312.40|5|938
8781191|255|-3575|-101.56|-348.10|6|944
8782739|255|-3586|-101.87|-312.60|10|938
8784210|255|-3595|-102.13|-313.90|5|937
8785734|255|-3604|-102.39|-313.00|25|936
8787212|255|-3614|-102.67|-338.20|5|940
8788762|255|-3624|-102.95|-309.30|5|978
8790236|255|-3634|-103.24|-300.90|5|938
8791786|255|-3643|-103.49|-323.50|5|972
8793264|255|-3653|-103.78|-323.30|6|939
8794807|255|-3663|-104.06|-329.30|5|972
8796301|255|-3673|-104.35|-341.20|6|939
8797843|255|-3682|-104.60|-349.80|6|937
8799307|255|-3692|-104.89|-341.20|5|939
8800836|255|-3702|-105.17|-311.30|5|956
8802327|255|-3712|-105.45|-320.60|5|938
8803873|255|-3722|-105.74|-309.90|5|974
8805343|255|-3731|-105.99|-311.80|5|938
