Starting Sketch 
CALI:	1 
CLSB:	0.00009 
SHUNT:	0.1000 
MAXC:	3.0000 
Shunt ADC:	1 
Connected to encoder at address 54 
AS5600 Connected! 
Received new setpoint, speed, duration: -90.00, 6765933 
Calc'd Final Speed: 0.00 
Time [us]|PWM|Frequency|Current [mA]|Perf Current [us]|Angle [deg]|Perf Angle [us] 
63292803|22.707|25000|-30|144|-896.40|150
63295304|22.730|25000|-64|144|-896.40|153
63297798|22.753|25000|-42|146|-896.31|149
63300306|22.776|25000|-56|152|-896.31|151
63302801|22.798|25000|-37|144|-896.22|150
63305319|22.821|25000|-53|159|-896.22|153
63307801|22.844|25000|-41|147|-896.13|150
63310305|22.867|25000|-38|144|-896.13|151
63312808|22.890|25000|-44|147|-896.04|150
63315314|22.913|25000|-51|146|-896.04|152
63317796|22.935|25000|-50|146|-895.96|150
63320326|22.958|25000|-33|158|-895.96|152
63322810|22.981|25000|-57|143|-895.87|150
63325303|23.004|25000|-34|147|-895.87|151
63327800|23.027|25000|-81|146|-895.78|150
63330303|23.050|25000|-39|146|-895.78|153
63332799|23.073|25000|-76|148|-895.69|149
63335306|23.095|25000|-38|145|-895.69|154
63337808|23.118|25000|-94|147|-895.61|149
63340319|23.141|25000|-33|144|-895.61|166
63342802|23.164|25000|-75|147|-895.52|150
63345305|23.187|25000|-42|145|-895.43|149
63347807|23.210|25000|-66|147|-895.43|150
63350302|23.233|25000|-33|145|-895.43|150
63352813|23.255|25000|-56|146|-895.34|150
63355300|23.278|25000|-47|146|-895.34|150
63357801|23.301|25000|-48|147|-895.25|150
63360311|23.324|25000|-40|147|-895.17|152
63362801|23.347|25000|-45|148|-895.17|150
63365298|23.370|25000|-49|147|-895.08|149
63367801|23.392|25000|-34|148|-895.08|150
63370317|23.415|25000|-78|144|-894.99|166
63372810|23.438|25000|-43|148|-894.99|150
63375302|23.461|25000|-72|146|-894.90|151
63377805|23.484|25000|-31|147|-894.90|151
63380298|23.507|25000|-75|145|-894.90|149
63382810|23.530|25000|-42|147|-894.81|150
63385308|23.552|25000|-65|148|-894.73|150
63387804|23.575|25000|-35|147|-894.73|150
63390304|23.598|25000|-54|147|-894.64|149
63392807|23.621|25000|-44|148|-894.55|150
63395308|23.644|25000|-35|147|-894.55|150
63397812|23.667|25000|-54|148|-894.55|151
63400307|23.689|25000|-46|144|-894.46|150
63402814|23.712|25000|-55|147|-894.37|150
63405299|23.735|25000|-31|147|-894.37|149
63407815|23.758|25000|-74|147|-894.29|150
63410311|23.781|25000|-36|146|-894.29|149
63412802|23.804|25000|-68|147|-894.29|150
63415310|23.826|25000|-36|145|-894.20|150
63417802|23.849|25000|-52|147|-894.20|150
63420301|23.872|25000|-49|147|-894.11|150
63422804|23.895|25000|-34|146|-894.02|149
63425308|23.918|25000|-70|147|-894.02|150
63427804|23.941|25000|-46|146|-893.94|150
63430300|23.963|25000|-83|148|-893.94|151
63432805|23.986|25000|-33|147|-893.85|150
63435301|24.009|25000|-70|146|-893.76|149
63437815|24.032|25000|-44|147|-893.76|151
63440297|24.055|25000|-53|147|-893.76|150
63442804|24.078|25000|-37|146|-893.67|150
63445303|24.101|25000|-43|144|-893.58|151
63447813|24.123|25000|-73|161|-893.58|150
63450305|24.146|25000|-34|148|-893.50|150
63452803|24.169|25000|-78|148|-893.41|150
63455313|24.192|25000|-43|147|-893.41|149
63457809|24.215|25000|-67|148|-893.32|150
63460303|24.238|25000|-38|148|-893.32|150
63462810|24.260|25000|-40|150|-893.23|151
63465305|24.283|25000|-54|147|-893.23|151
63467811|24.306|25000|-41|149|-893.14|150
63470302|24.329|25000|-81|147|-893.14|149
63472802|24.352|25000|-28|148|-893.06|152
63475306|24.375|25000|-69|147|-893.06|150
63477811|24.398|25000|-37|145|-892.97|152
63480305|24.420|25000|-56|147|-892.97|149
63482799|24.443|25000|-48|144|-892.88|153
63485316|24.466|25000|-35|148|-892.88|151
63487807|24.489|25000|-81|152|-892.79|153
63490309|24.512|25000|-39|147|-892.79|151
63492819|24.535|25000|-68|152|-892.71|150
63495311|24.557|25000|-39|146|-892.62|151
63497812|24.580|25000|-49|150|-892.62|152
63500314|24.603|25000|-49|147|-892.53|150
63502811|24.626|25000|-30|147|-892.53|150
63505310|24.649|25000|-82|147|-892.44|150
63507801|24.672|25000|-39|144|-892.44|151
63510309|24.694|25000|-63|148|-892.35|150
63512801|24.717|25000|-39|146|-892.27|153
63515301|24.740|25000|-40|146|-892.27|149
63517802|24.763|25000|-79|144|-892.18|155
63520301|24.786|25000|-30|147|-892.18|150
63522809|24.809|25000|-73|147|-892.09|152
63525308|24.832|25000|-34|148|-892.00|150
63527816|24.854|25000|-41|146|-892.00|154
63530309|24.877|25000|-45|146|-892.00|151
63532808|24.900|25000|-47|144|-891.91|151
63535307|24.923|25000|-80|147|-891.83|150
63537814|24.946|25000|-29|148|-891.74|150
63540313|24.969|25000|-54|147|-891.74|150
63542814|24.992|25000|-43|148|-891.74|150
63545306|25.014|25000|-35|147|-891.65|150
63547820|25.037|25000|-59|145|-891.56|161
63550305|25.060|25000|-34|147|-891.56|150
63552805|25.083|25000|-66|146|-891.47|149
63555308|25.106|25000|-39|148|-891.47|150
63557812|25.128|25000|-51|145|-891.39|150
63560302|25.151|25000|-52|148|-891.30|150
63562807|25.174|25000|-33|147|-891.30|151
63565310|25.197|25000|-75|147|-891.21|150
63567812|25.220|25000|-45|148|-891.21|149
63570300|25.243|25000|-44|146|-891.12|149
63572805|25.266|25000|-59|147|-891.12|150
63575312|25.288|25000|-41|145|-891.04|149
63577797|25.311|25000|-77|143|-890.95|150
63580303|25.334|25000|-38|146|-890.95|150
63582809|25.357|25000|-52|143|-890.86|150
63585305|25.380|25000|-49|147|-890.77|151
63587801|25.403|25000|-34|143|-890.77|149
63590312|25.426|25000|-72|147|-890.68|149
63592811|25.448|25000|-42|147|-890.60|149
63595313|25.471|25000|-37|147|-890.60|149
63597813|25.494|25000|-53|146|-890.51|149
63600312|25.517|25000|-38|146|-890.51|149
63602811|25.540|25000|-77|146|-890.42|151
63605306|25.563|25000|-40|146|-890.33|149
63607807|25.585|25000|-49|144|-890.33|150
63610304|25.608|25000|-56|147|-890.24|151
63612808|25.631|25000|-29|144|-890.24|149
63615302|25.654|25000|-70|147|-890.16|150
63617812|25.677|25000|-49|145|-890.16|151
63620299|25.700|25000|-42|148|-890.07|150
63622806|25.722|25000|-79|145|-890.07|150
63625302|25.745|25000|-36|147|-889.98|150
63627804|25.768|25000|-52|147|-889.89|150
63630324|25.791|25000|-48|147|-889.89|150
63632799|25.814|25000|-45|146|-889.80|150
63635324|25.837|25000|-93|146|-889.72|149
63637800|25.859|25000|-29|144|-889.72|149
63640308|25.882|25000|-43|147|-889.63|149
63642799|25.905|25000|-58|146|-889.63|150
63645314|25.928|25000|-33|148|-889.45|150
63647808|25.951|25000|-74|143|-889.45|149
63650308|25.974|25000|-43|156|-889.37|150
63652803|25.997|25000|-36|147|-889.37|150
63655314|26.019|25000|-82|158|-889.28|151
63657807|26.042|25000|-37|146|-889.28|150
63660310|26.065|25000|-56|143|-889.19|152
63662798|26.088|25000|-48|144|-889.10|150
63665309|26.111|25000|-35|146|-889.10|151
63667811|26.134|25000|-79|146|-889.01|150
63670310|26.156|25000|-32|144|-888.93|152
63672807|26.179|25000|-44|144|-888.93|150
63675318|26.202|25000|-75|158|-888.84|154
63677804|26.225|25000|-31|148|-888.84|149
63680305|26.248|25000|-64|145|-888.75|153
63682801|26.271|25000|-51|144|-888.66|149
63685315|26.294|25000|-33|150|-888.66|151
63687801|26.316|25000|-78|144|-888.57|150
63690317|26.339|25000|-39|154|-888.49|150
63692814|26.362|25000|-39|147|-888.49|149
63695304|26.385|25000|-71|146|-888.40|153
63697801|26.408|25000|-36|146|-888.40|150
63700305|26.431|25000|-49|144|-888.31|156
63702809|26.453|25000|-65|147|-888.22|151
63705304|26.476|25000|-41|146|-888.13|152
63707805|26.499|25000|-68|145|-888.13|150
63710321|26.522|25000|-39|144|-888.05|161
63712812|26.545|25000|-33|147|-888.05|150
63715329|26.568|25000|-85|144|-887.96|168
63717808|26.590|25000|-30|146|-887.87|151
63720308|26.613|25000|-41|146|-887.87|150
63722798|26.636|25000|-87|147|-887.78|150
63725310|26.659|25000|-34|144|-887.70|149
63727800|26.682|25000|-64|146|-887.61|149
63730314|26.705|25000|-47|146|-887.61|152
63732806|26.728|25000|-31|148|-887.52|151
63735304|26.750|25000|-69|145|-887.52|152
63737804|26.773|25000|-48|148|-887.43|149
63740317|26.796|25000|-39|144|-887.34|166
63742813|26.819|25000|-70|146|-887.34|149
63745301|26.842|25000|-40|143|-887.26|154
63747804|26.865|25000|-37|147|-887.17|150
63750299|26.887|25000|-81|146|-887.17|150
63752805|26.910|25000|-38|148|-887.08|150
63755304|26.933|25000|-37|144|-886.99|153
Time [us]|PWM|Frequency|Current [mA]|Perf Current [us]|Angle [deg]|Perf Angle [us]
63757882|26.956|25000|-91|147|-886.90|151
63760304|26.979|25000|-36|144|-886.90|150
63762803|27.002|25000|-41|146|-886.82|151
63765302|27.024|25000|-52|146|-886.82|151
63767799|27.047|25000|-39|147|-886.73|150
63770304|27.070|25000|-41|146|-886.64|150
63772801|27.093|25000|-56|147|-886.64|148
63775313|27.116|25000|-41|147|-886.55|150
63777807|27.139|25000|-65|145|-886.46|150
63780313|27.162|25000|-42|147|-886.38|149
63782807|27.184|25000|-36|147|-886.38|149
63785303|27.207|25000|-69|146|-886.38|149
63787804|27.230|25000|-41|147|-886.29|151
63790315|27.253|25000|-39|147|-886.20|150
63792801|27.276|25000|-68|148|-886.20|151
63795303|27.299|25000|-40|147|-886.11|151
63797807|27.321|25000|-40|147|-886.03|149
63800304|27.344|25000|-74|145|-885.94|154
63802811|27.367|25000|-39|147|-885.94|151
63805312|27.390|25000|-34|148|-885.85|149
63807797|27.413|25000|-76|146|-885.76|150
63810309|27.436|25000|-39|147|-885.76|150
63812806|27.458|25000|-39|148|-885.67|150
63815311|27.481|25000|-73|147|-885.59|150
63817823|27.504|25000|-37|147|-885.50|149
63820300|27.527|25000|-39|148|-885.50|150
63822821|27.550|25000|-72|146|-885.41|151
63825304|27.573|25000|-38|146|-885.32|150
63827814|27.596|25000|-37|148|-885.32|151
63830305|27.618|25000|-68|147|-885.23|149
63832814|27.641|25000|-45|147|-885.15|150
63835313|27.664|25000|-41|146|-885.06|150
63837807|27.687|25000|-54|147|-885.06|150
63840303|27.710|25000|-52|147|-884.97|150
63842815|27.733|25000|-40|150|-884.88|149
63845314|27.756|25000|-53|147|-884.79|150
63847806|27.778|25000|-69|147|-884.79|152
63850311|27.801|25000|-34|147|-884.71|151
63852814|27.824|25000|-45|143|-884.71|151
63855309|27.847|25000|-71|146|-884.62|150
63857815|27.870|25000|-27|154|-884.53|152
63860314|27.893|25000|-40|147|-884.44|150
63862799|27.915|25000|-81|143|-884.44|152
63865313|27.938|25000|-37|147|-884.36|151
63867804|27.961|25000|-35|147|-884.36|151
63870305|27.984|25000|-78|147|-884.27|150
63872808|28.007|25000|-41|148|-884.18|158
63875301|28.030|25000|-32|147|-884.09|151
63877811|28.052|25000|-73|147|-884.09|153
63880309|28.075|25000|-43|146|-884.00|151
63882803|28.098|25000|-30|144|-883.92|153
63885311|28.121|25000|-63|148|-883.83|151
63887811|28.144|25000|-50|145|-883.83|154
63890312|28.167|25000|-27|148|-883.74|150
63892815|28.190|25000|-46|144|-883.65|160
63895298|28.212|25000|-92|146|-883.65|150
63897802|28.235|25000|-32|146|-883.56|150
63900298|28.258|25000|-45|145|-883.48|150
63902799|28.281|25000|-100|143|-883.48|149
63905314|28.304|25000|-38|148|-883.39|150
63907811|28.327|25000|-42|147|-883.30|149
63910311|28.349|25000|-66|147|-883.30|149
63912809|28.372|25000|-42|147|-883.21|149
63915305|28.395|25000|-35|146|-883.12|151
63917800|28.418|25000|-53|147|-883.12|149
63920298|28.441|25000|-68|146|-883.04|151
63922800|28.464|25000|-36|147|-882.95|152
63925307|28.486|25000|-35|147|-882.86|150
63927815|28.509|25000|-82|148|-882.77|158
63930306|28.532|25000|-43|147|-882.77|151
63932809|28.555|25000|-30|144|-882.69|149
63935305|28.578|25000|-73|146|-882.60|150
63937810|28.601|25000|-63|147|-882.60|150
63940301|28.623|25000|-27|147|-882.51|149
63942808|28.646|25000|-51|147|-882.42|149
63945315|28.669|25000|-103|148|-882.42|151
63947800|28.692|25000|-32|147|-882.33|149
63950310|28.715|25000|-44|147|-882.25|149
63952809|28.738|25000|-72|148|-882.16|150
63955300|28.761|25000|-56|146|-882.07|149
63957810|28.783|25000|-35|146|-882.07|151
63960308|28.806|25000|-46|147|-881.98|150
63962804|28.829|25000|-88|143|-881.89|151
63965316|28.852|25000|-37|148|-881.89|150
63967807|28.875|25000|-30|144|-881.81|151
63970313|28.898|25000|-74|147|-881.72|149
63972800|28.920|25000|-50|147|-881.63|150
63975304|28.943|25000|-30|148|-881.54|150
63977801|28.966|25000|-45|145|-881.46|149
63980316|28.989|25000|-86|147|-881.46|151
63982799|29.012|25000|-32|144|-881.37|150
63985304|29.035|25000|-42|146|-881.37|150
63987799|29.058|25000|-63|144|-881.19|150
63990310|29.080|25000|-79|146|-881.19|150
63992802|29.103|25000|-44|145|-881.10|149
63995310|29.126|25000|-31|148|-881.02|150
63997799|29.149|25000|-90|147|-880.93|150
64000314|29.172|25000|-45|146|-880.93|150
64002804|29.195|25000|-30|143|-880.84|149
64005320|29.218|25000|-60|147|-880.75|150
64007796|29.240|25000|-92|144|-880.66|150
64010307|29.263|25000|-29|148|-880.58|149
64012807|29.286|25000|-45|148|-880.58|150
64015301|29.309|25000|-70|146|-880.49|150
64017808|29.332|25000|-68|146|-880.40|150
64020304|29.354|25000|-38|146|-880.40|150
64022799|29.377|25000|-36|148|-880.31|150
64025301|29.400|25000|-99|143|-880.22|153
64027809|29.423|25000|-49|144|-880.14|150
64030313|29.446|25000|-26|144|-880.05|152
64032808|29.469|25000|-60|147|-880.05|150
64035310|29.492|25000|-91|144|-879.96|158
64037801|29.514|25000|-31|144|-879.87|150
64040310|29.537|25000|-38|145|-879.79|156
64042799|29.560|25000|-67|144|-879.70|150
64045316|29.583|25000|-58|157|-879.70|152
64047812|29.606|25000|-41|147|-879.61|150
64050313|29.629|25000|-35|147|-879.52|151
64052810|29.651|25000|-67|146|-879.52|151
64055315|29.674|25000|-53|147|-879.43|151
64057811|29.697|25000|-31|147|-879.35|150
64060300|29.720|25000|-37|143|-879.26|153
64062811|29.743|25000|-78|145|-879.17|150
64065312|29.766|25000|-42|145|-879.17|156
64067809|29.789|25000|-34|146|-879.08|150
64070307|29.811|25000|-30|146|-878.99|150
64072807|29.834|25000|-85|147|-878.91|150
64075309|29.857|25000|-51|146|-878.82|152
64077805|29.880|25000|-31|146|-878.82|149
64080309|29.903|25000|-38|147|-878.73|153
64082800|29.926|25000|-86|147|-878.64|150
64085321|29.948|25000|-43|147|-878.55|160
64087814|29.971|25000|-32|147|-878.47|150
64090304|29.994|25000|-34|144|-878.47|150
64092805|30.017|25000|-83|147|-878.38|149
64095300|30.040|25000|-50|144|-878.29|155
64097806|30.063|25000|-31|146|-878.20|151
64100316|30.085|25000|-41|145|-878.20|164
64102801|30.108|25000|-84|146|-878.12|150
64105323|30.131|25000|-40|147|-878.03|158
64107798|30.154|25000|-36|146|-877.94|149
64110309|30.177|25000|-31|146|-877.94|156
64112813|30.200|25000|-83|146|-877.85|150
64115302|30.223|25000|-50|143|-877.76|150
64117806|30.245|25000|-28|147|-877.68|151
64120302|30.268|25000|-40|148|-877.68|150
64122812|30.291|25000|-81|145|-877.50|150
64125303|30.314|25000|-46|148|-877.50|150
64127810|30.337|25000|-29|148|-877.41|150
64130296|30.360|25000|-37|144|-877.32|150
64132802|30.382|25000|-72|148|-877.24|150
64135311|30.405|25000|-53|146|-877.15|149
64137811|30.428|25000|-28|148|-877.06|151
64140298|30.451|25000|-31|145|-876.97|150
64142802|30.474|25000|-62|148|-876.88|150
64145301|30.497|25000|-71|144|-876.88|149
64147801|30.519|25000|-40|146|-876.80|149
64150306|30.542|25000|-33|147|-876.71|149
64152812|30.565|25000|-53|148|-876.62|150
64155304|30.588|25000|-105|144|-876.62|150
64157802|30.611|25000|-38|147|-876.53|150
64160310|30.634|25000|-35|145|-876.45|150
64162813|30.657|25000|-40|147|-876.36|149
64165306|30.679|25000|-77|146|-876.27|151
64167802|30.702|25000|-67|146|-876.27|149
64170309|30.725|25000|-32|147|-876.18|150
64172804|30.748|25000|-43|148|-876.09|150
64175314|30.771|25000|-54|148|-876.01|150
64177815|30.794|25000|-92|147|-875.92|151
64180304|30.816|25000|-44|148|-875.83|151
64182808|30.839|25000|-30|148|-875.83|150
64185302|30.862|25000|-46|145|-875.74|149
64187818|30.885|25000|-80|154|-875.65|150
64190308|30.908|25000|-63|147|-875.57|150
64192815|30.931|25000|-37|148|-875.57|150
64195299|30.953|25000|-29|147|-875.39|149
64197806|30.976|25000|-60|150|-875.39|149
64200303|30.999|25000|-90|148|-875.30|151
64202816|31.022|25000|-37|151|-875.21|149
64205308|31.045|25000|-31|145|-875.13|149
64207805|31.068|25000|-33|148|-875.04|150
64210314|31.091|25000|-74|146|-875.04|150
64212811|31.113|25000|-74|146|-874.95|152
64215312|31.136|25000|-33|147|-874.86|150
64217802|31.159|25000|-33|145|-874.78|152
64220309|31.182|25000|-46|147|-874.69|150
64222810|31.205|25000|-78|147|-874.69|151
64225308|31.228|25000|-50|148|-874.60|150
64227825|31.251|25000|-31|159|-874.51|152
64230304|31.273|25000|-43|147|-874.42|149
64232809|31.296|25000|-47|146|-874.42|152
64235311|31.319|25000|-88|147|-874.34|150
64237827|31.342|25000|-52|157|-874.25|153
64240314|31.365|25000|-27|147|-874.16|150
64242804|31.388|25000|-44|146|-874.07|151
64245307|31.410|25000|-47|148|-873.98|150
64247806|31.433|25000|-94|143|-873.90|151
64250303|31.456|25000|-49|147|-873.81|149
64252812|31.479|25000|-28|144|-873.72|152
64255306|31.502|25000|-34|147|-873.72|150
64257815|31.525|25000|-50|145|-873.63|161
Time [us]|PWM|Frequency|Current [mA]|Perf Current [us]|Angle [deg]|Perf Angle [us]
64260380|31.547|25000|-94|147|-873.54|150
64262821|31.570|25000|-52|145|-873.46|165
64265301|31.593|25000|-34|148|-873.37|150
64267804|31.616|25000|-43|145|-873.28|151
64270305|31.639|25000|-56|148|-873.19|150
64272798|31.662|25000|-88|145|-873.19|151
64275309|31.685|25000|-69|147|-873.11|149
64277806|31.707|25000|-31|146|-873.02|159
64280310|31.730|25000|-41|146|-872.93|150
64282809|31.753|25000|-41|145|-872.84|150
64285308|31.776|25000|-83|148|-872.75|150
64287807|31.799|25000|-51|148|-872.67|149
64290304|31.822|25000|-30|147|-872.58|150
64292801|31.844|25000|-31|144|-872.58|149
64295301|31.867|25000|-35|148|-872.40|149
64297811|31.890|25000|-67|144|-872.40|150
64300304|31.913|25000|-88|147|-872.31|150
64302805|31.936|25000|-35|144|-872.23|150
64305306|31.959|25000|-38|147|-872.14|151
64307810|31.982|25000|-31|143|-872.05|150
64310310|32.004|25000|-64|147|-871.96|149
64312800|32.027|25000|-89|144|-871.87|151
64315299|32.050|25000|-42|145|-871.79|150
64317802|32.073|25000|-41|147|-871.70|150
64320306|32.096|25000|-31|148|-871.61|151
64322798|32.118|25000|-54|147|-871.52|149
64325300|32.141|25000|-70|147|-871.44|148
64327801|32.164|25000|-83|146|-871.35|150
64330306|32.187|25000|-44|147|-871.35|150
64332802|32.210|25000|-25|143|-871.26|151
64335305|32.233|25000|-39|145|-871.17|149
64337799|32.256|25000|-39|146|-871.08|150
64340299|32.278|25000|-85|146|-871.00|150
64342804|32.301|25000|-70|145|-870.91|149
64345310|32.324|25000|-35|147|-870.82|149
64347809|32.347|25000|-38|145|-870.73|150
64350307|32.370|25000|-34|146|-870.64|150
64352805|32.393|25000|-54|145|-870.56|149
64355314|32.416|25000|-84|147|-870.47|150
64357809|32.438|25000|-77|146|-870.38|150
64360311|32.461|25000|-44|147|-870.38|150
64362804|32.484|25000|-29|146|-870.29|150
64365315|32.507|25000|-37|162|-870.21|150
64367806|32.530|25000|-61|145|-870.12|150
64370313|32.553|25000|-89|150|-870.03|149
64372805|32.575|25000|-57|145|-869.94|149
64375302|32.598|25000|-31|149|-869.85|150
64377808|32.621|25000|-39|145|-869.77|151
64380303|32.644|25000|-36|149|-869.68|149
64382807|32.667|25000|-55|146|-869.68|150
64385316|32.690|25000|-86|149|-869.59|151
64387800|32.712|25000|-61|146|-869.50|149
64390320|32.735|25000|-35|157|-869.41|149
64392798|32.758|25000|-27|146|-869.33|149
64395305|32.781|25000|-47|147|-869.24|151
64397810|32.804|25000|-43|146|-869.15|150
64400317|32.827|25000|-76|148|-869.06|152
64402799|32.849|25000|-88|146|-868.97|150
64405311|32.872|25000|-37|153|-868.89|152
64407810|32.895|25000|-39|148|-868.80|150
64410307|32.918|25000|-29|146|-868.71|152
64412801|32.941|25000|-55|146|-868.62|150
64415316|32.964|25000|-58|151|-868.54|152
64417806|32.987|25000|-89|147|-868.45|150
64420327|33.009|25000|-78|143|-868.36|156
64422808|33.032|25000|-36|147|-868.27|150
64425313|33.055|25000|-32|144|-868.27|153
64427808|33.078|25000|-28|147|-868.10|150
64430310|33.101|25000|-58|143|-868.01|154
64432798|33.124|25000|-76|146|-867.92|150
64435308|33.146|25000|-93|145|-867.83|152
64437798|33.169|25000|-55|147|-867.74|150
64440317|33.192|25000|-29|145|-867.66|168
64442812|33.215|25000|-34|147|-867.57|150
64445296|33.238|25000|-33|144|-867.48|150
64447812|33.261|25000|-61|147|-867.39|150
64450299|33.283|25000|-72|147|-867.30|150
64452806|33.306|25000|-91|148|-867.30|150
64455300|33.329|25000|-53|145|-867.13|150
64457813|33.352|25000|-32|147|-867.13|151
64460320|33.375|25000|-29|144|-867.04|162
64462813|33.398|25000|-33|146|-866.95|150
64465300|33.421|25000|-60|146|-866.87|151
64467806|33.443|25000|-73|147|-866.78|149
64470314|33.466|25000|-98|145|-866.69|165
64472812|33.489|25000|-66|147|-866.60|151
64475295|33.512|25000|-29|144|-866.51|150
64477814|33.535|25000|-31|147|-866.43|149
64480310|33.558|25000|-30|146|-866.34|149
64482809|33.581|25000|-56|147|-866.34|151
64485297|33.603|25000|-63|144|-866.25|149
64487809|33.626|25000|-95|147|-866.16|149
64490309|33.649|25000|-90|144|-866.07|149
64492797|33.672|25000|-32|144|-865.99|149
64495296|33.695|25000|-35|143|-865.90|150
64497806|33.718|25000|-29|147|-865.81|150
64500313|33.740|25000|-44|146|-865.72|150
64502805|33.763|25000|-42|147|-865.63|151
64505306|33.786|25000|-79|144|-865.55|150
64507811|33.809|25000|-92|147|-865.46|150
64510300|33.832|25000|-48|147|-865.37|149
64512814|33.855|25000|-44|146|-865.28|150
64515298|33.877|25000|-29|145|-865.20|150
64517813|33.900|25000|-39|148|-865.20|151
64520304|33.923|25000|-32|147|-865.02|150
64522811|33.946|25000|-52|145|-864.93|150
64525314|33.969|25000|-66|147|-864.84|150
64527804|33.992|25000|-95|147|-864.76|149
64530310|34.015|25000|-83|145|-864.67|149
64532815|34.037|25000|-48|147|-864.58|150
64535303|34.060|25000|-41|148|-864.49|149
64537803|34.083|25000|-26|145|-864.40|150
64540310|34.106|25000|-34|145|-864.32|150
64542820|34.129|25000|-43|148|-864.23|151
64545305|34.152|25000|-60|146|-864.14|150
64547815|34.174|25000|-85|147|-864.05|151
64550312|34.197|25000|-86|146|-863.96|150
64552803|34.220|25000|-51|148|-863.88|150
64555302|34.243|25000|-36|146|-863.79|150
64557812|34.266|25000|-36|147|-863.70|149
64560311|34.289|25000|-29|147|-863.61|149
64562815|34.312|25000|-39|148|-863.44|149
64565299|34.334|25000|-39|145|-863.44|150
64567811|34.357|25000|-82|154|-863.35|150
64570313|34.380|25000|-101|146|-863.26|150
64572814|34.403|25000|-99|148|-863.17|152
64575305|34.426|25000|-50|148|-863.09|150
64577800|34.448|25000|-33|147|-863.00|151
64580308|34.471|25000|-30|147|-862.91|150
64582811|34.494|25000|-23|153|-862.73|152
64585311|34.517|25000|-49|147|-862.65|149
64587799|34.540|25000|-32|144|-862.65|152
64590309|34.563|25000|-66|147|-862.56|150
64592810|34.586|25000|-77|145|-862.47|153
64595301|34.608|25000|-92|148|-862.38|150
64597819|34.631|25000|-85|152|-862.29|152
64600311|34.654|25000|-59|147|-862.21|151
64602801|34.677|25000|-40|146|-862.03|151
64605307|34.700|25000|-24|148|-861.94|150
64607815|34.723|25000|-35|146|-861.94|151
64610306|34.745|25000|-27|147|-861.77|151
64612802|34.768|25000|-49|143|-861.68|152
64615301|34.791|25000|-40|146|-861.59|150
64617810|34.814|25000|-68|145|-861.50|152
64620307|34.837|25000|-88|147|-861.42|150
64622815|34.860|25000|-96|147|-861.33|156
64625299|34.882|25000|-76|147|-861.24|150
64627811|34.905|25000|-42|146|-861.15|150
64630314|34.928|25000|-42|148|-861.06|149
64632797|34.951|25000|-33|144|-860.98|150
64635301|34.974|25000|-35|147|-860.89|150
64637809|34.997|25000|-31|147|-860.80|150
64640311|35.020|25000|-35|146|-860.71|149
64642801|35.042|25000|-52|144|-860.62|150
64645300|35.065|25000|-58|145|-860.54|151
64647808|35.088|25000|-88|147|-860.45|150
64650316|35.111|25000|-91|147|-860.27|149
64652814|35.134|25000|-91|148|-860.27|159
64655305|35.157|25000|-58|147|-860.19|149
64657807|35.180|25000|-48|144|-860.10|149
64660305|35.202|25000|-27|148|-860.01|151
64662805|35.225|25000|-34|146|-859.92|149
64665310|35.248|25000|-29|147|-859.75|150
64667803|35.271|25000|-40|147|-859.66|149
64670299|35.294|25000|-33|147|-859.57|151
64672811|35.317|25000|-41|147|-859.48|149
64675303|35.339|25000|-51|148|-859.39|150
64677806|35.362|25000|-64|148|-859.31|150
64680303|35.385|25000|-84|147|-859.22|149
64682811|35.408|25000|-92|145|-859.13|150
64685300|35.431|25000|-83|147|-859.04|149
64687801|35.454|25000|-61|146|-858.96|150
64690312|35.477|25000|-51|145|-858.87|150
64692802|35.499|25000|-35|145|-858.78|149
64695309|35.522|25000|-33|147|-858.60|150
64697812|35.545|25000|-27|144|-858.52|149
64700311|35.568|25000|-34|147|-858.43|149
64702808|35.591|25000|-24|143|-858.34|149
64705297|35.613|25000|-38|145|-858.25|150
64707797|35.636|25000|-41|144|-858.25|149
64710311|35.659|25000|-51|146|-858.08|150
64712815|35.682|25000|-54|146|-857.99|151
64715299|35.705|25000|-74|147|-857.90|149
64717799|35.728|25000|-102|143|-857.81|149
64720318|35.751|25000|-92|148|-857.72|151
64722806|35.773|25000|-96|144|-857.64|150
64725321|35.796|25000|-52|147|-857.55|150
64727798|35.819|25000|-45|144|-857.46|149
64730308|35.842|25000|-37|148|-857.37|150
64732801|35.865|25000|-39|146|-857.20|149
64735313|35.888|25000|-28|149|-857.20|151
64737801|35.910|25000|-33|146|-857.11|151
64740305|35.933|25000|-29|148|-857.02|150
64742800|35.956|25000|-36|147|-856.93|151
64745314|35.979|25000|-29|154|-856.85|151
64747802|36.002|25000|-49|146|-856.76|150
64750316|36.025|25000|-35|155|-856.67|150
64752810|36.048|25000|-55|146|-856.58|150
64755300|36.070|25000|-61|146|-856.49|152
64757814|36.093|25000|-78|148|-856.41|150
64760313|36.116|25000|-88|145|-856.32|154
Time [us]|PWM|Frequency|Current [mA]|Perf Current [us]|Angle [deg]|Perf Angle [us]
64762870|36.139|25000|-94|148|-856.23|149
64765314|36.162|25000|-91|147|-856.14|152
64767801|36.185|25000|-94|147|-855.97|151
64770301|36.207|25000|-75|145|-855.88|151
64772808|36.230|25000|-46|146|-855.79|150
64775303|36.253|25000|-42|150|-855.70|152
